Variable	p_Enrich	p_Deplete	Inversion	p.Adj
Peg	0.3014	0.6986	Petpet_14_01	0.840924574209246
NaCL	0.3905	0.6095	Petpet_14_01	0.840924574209246
Meja	0.3101	0.6899	Petpet_14_01	0.840924574209246
Kin	0.3396	0.6604	Petpet_14_01	0.840924574209246
GA3	0.3254	0.6746	Petpet_14_01	0.840924574209246
ACC	0.3052	0.6948	Petpet_14_01	0.840924574209246
ABA	0.2796	0.7204	Petpet_14_01	0.840924574209246
IAA	0.5932	0.4068	Petpet_13_01	0.840924574209246
BRA	0.6112	0.3888	Petpet_13_01	0.840924574209246
stri	0.598	0.402	Petpet_13_01	0.840924574209246
SA	0.6063	0.3937	Petpet_13_01	0.840924574209246
Peg	0.5981	0.4019	Petpet_13_01	0.840924574209246
NaCL	0.6043	0.3957	Petpet_13_01	0.840924574209246
Meja	0.6034	0.3966	Petpet_13_01	0.840924574209246
Kin	0.6114	0.3886	Petpet_13_01	0.840924574209246
GA3	0.5973	0.4027	Petpet_13_01	0.840924574209246
ACC	0.6051	0.3949	Petpet_13_01	0.840924574209246
ABA	0.5975	0.4025	Petpet_13_01	0.840924574209246
IAA	0.8412	0.1588	Petpet_12_01	0.860762790697674
BRA	0.8101	0.1899	Petpet_12_01	0.844654028436019
stri	0.7914	0.2086	Petpet_12_01	0.843138014527845
SA	0.7782	0.2218	Petpet_12_01	0.840924574209246
Peg	0.8032	0.1968	Petpet_12_01	0.844654028436019
NaCL	0.7773	0.2227	Petpet_12_01	0.840924574209246
Meja	0.7762	0.2238	Petpet_12_01	0.840924574209246
Kin	0.7644	0.2356	Petpet_12_01	0.840924574209246
GA3	0.7788	0.2212	Petpet_12_01	0.840924574209246
ACC	0.7993	0.2007	Petpet_12_01	0.844654028436019
ABA	0.7817	0.2183	Petpet_12_01	0.840924574209246
IAA	0.503	0.497	Petpet_11_01	0.840924574209246
BRA	0.5112	0.4888	Petpet_11_01	0.840924574209246
stri	0.5129	0.4871	Petpet_11_01	0.840924574209246
SA	0.5079	0.4921	Petpet_11_01	0.840924574209246
Peg	0.5408	0.4592	Petpet_11_01	0.840924574209246
NaCL	0.5493	0.4507	Petpet_11_01	0.840924574209246
Meja	0.5113	0.4887	Petpet_11_01	0.840924574209246
Kin	0.502850285028503	0.497149714971497	Petpet_11_01	0.840924574209246
GA3	0.5342	0.4658	Petpet_11_01	0.840924574209246
ACC	0.5445	0.4555	Petpet_11_01	0.840924574209246
ABA	0.531453145314531	0.468546854685469	Petpet_11_01	0.840924574209246
IAA	0.589158915891589	0.410841084108411	Petpet_09_01	0.840924574209246
BRA	0.6492	0.3508	Petpet_09_01	0.840924574209246
stri	0.6479	0.3521	Petpet_09_01	0.840924574209246
SA	0.6463	0.3537	Petpet_09_01	0.840924574209246
Peg	0.6692	0.3308	Petpet_09_01	0.840924574209246
NaCL	0.6978	0.3022	Petpet_09_01	0.840924574209246
Meja	0.6681	0.3319	Petpet_09_01	0.840924574209246
Kin	0.6503	0.3497	Petpet_09_01	0.840924574209246
GA3	0.6451	0.3549	Petpet_09_01	0.840924574209246
ACC	0.6362	0.3638	Petpet_09_01	0.840924574209246
ABA	0.6511	0.3489	Petpet_09_01	0.840924574209246
IAA	0.6493	0.3507	Petpet_07_01	0.840924574209246
BRA	0.6694	0.3306	Petpet_07_01	0.840924574209246
stri	0.6864	0.3136	Petpet_07_01	0.840924574209246
SA	0.7337	0.2663	Petpet_07_01	0.840924574209246
Peg	0.6336	0.3664	Petpet_07_01	0.840924574209246
NaCL	0.7084	0.2916	Petpet_07_01	0.840924574209246
Meja	0.7024	0.2976	Petpet_07_01	0.840924574209246
Kin	0.713171317131713	0.286828682868287	Petpet_07_01	0.840924574209246
GA3	0.7529	0.2471	Petpet_07_01	0.840924574209246
ACC	0.6994	0.3006	Petpet_07_01	0.840924574209246
ABA	0.7155	0.2845	Petpet_07_01	0.840924574209246
IAA	0.0161	0.9839	Petpet_06_02	0.840924574209246
BRA	0.0255	0.9745	Petpet_06_02	0.840924574209246
stri	0.016	0.984	Petpet_06_02	0.840924574209246
SA	0.0274	0.9726	Petpet_06_02	0.840924574209246
Peg	0.0215	0.9785	Petpet_06_02	0.840924574209246
NaCL	0.0301	0.9699	Petpet_06_02	0.840924574209246
Meja	0.0237	0.9763	Petpet_06_02	0.840924574209246
Kin	0.0281	0.9719	Petpet_06_02	0.840924574209246
GA3	0.0251	0.9749	Petpet_06_02	0.840924574209246
ACC	0.0234	0.9766	Petpet_06_02	0.840924574209246
ABA	0.0188	0.9812	Petpet_06_02	0.840924574209246
IAA	0.1887	0.8113	Petpet_06_01	0.840924574209246
BRA	0.2851	0.7149	Petpet_06_01	0.840924574209246
stri	0.2389	0.7611	Petpet_06_01	0.840924574209246
SA	0.2899	0.7101	Petpet_06_01	0.840924574209246
Peg	0.2032	0.7968	Petpet_06_01	0.840924574209246
NaCL	0.2818	0.7182	Petpet_06_01	0.840924574209246
Meja	0.28	0.72	Petpet_06_01	0.840924574209246
Kin	0.2799	0.7201	Petpet_06_01	0.840924574209246
GA3	0.2237	0.7763	Petpet_06_01	0.840924574209246
ACC	0.2076	0.7924	Petpet_06_01	0.840924574209246
ABA	0.2438	0.7562	Petpet_06_01	0.840924574209246
IAA	0.4782	0.5218	Petpet_05_01	0.840924574209246
BRA	0.4969	0.5031	Petpet_05_01	0.840924574209246
stri	0.5044	0.4956	Petpet_05_01	0.840924574209246
SA	0.5213	0.4787	Petpet_05_01	0.840924574209246
Peg	0.4917	0.5083	Petpet_05_01	0.840924574209246
NaCL	0.5056	0.4944	Petpet_05_01	0.840924574209246
Meja	0.5183	0.4817	Petpet_05_01	0.840924574209246
Kin	0.5465	0.4535	Petpet_05_01	0.840924574209246
GA3	0.5364	0.4636	Petpet_05_01	0.840924574209246
ACC	0.5369	0.4631	Petpet_05_01	0.840924574209246
ABA	0.4846	0.5154	Petpet_05_01	0.840924574209246
IAA	0.1424	0.8576	Petfal_17_02	0.840924574209246
BRA	0.1462	0.8538	Petfal_17_02	0.840924574209246
stri	0.1119	0.8881	Petfal_17_02	0.840924574209246
SA	0.1586	0.8414	Petfal_17_02	0.840924574209246
Peg	0.1237	0.8763	Petfal_17_02	0.840924574209246
NaCL	0.1433	0.8567	Petfal_17_02	0.840924574209246
Meja	0.1577	0.8423	Petfal_17_02	0.840924574209246
Kin	0.1283	0.8717	Petfal_17_02	0.840924574209246
GA3	0.1635	0.8365	Petfal_17_02	0.840924574209246
ACC	0.1419	0.8581	Petfal_17_02	0.840924574209246
ABA	0.1303	0.8697	Petfal_17_02	0.840924574209246
IAA	0.2272	0.7728	Petfal_17_01	0.840924574209246
BRA	0.2927	0.7073	Petfal_17_01	0.840924574209246
stri	0.28	0.72	Petfal_17_01	0.840924574209246
SA	0.2657	0.7343	Petfal_17_01	0.840924574209246
Peg	0.2544	0.7456	Petfal_17_01	0.840924574209246
NaCL	0.277	0.723	Petfal_17_01	0.840924574209246
Meja	0.303	0.697	Petfal_17_01	0.840924574209246
Kin	0.3039	0.6961	Petfal_17_01	0.840924574209246
GA3	0.2965	0.7035	Petfal_17_01	0.840924574209246
ACC	0.2719	0.7281	Petfal_17_01	0.840924574209246
ABA	0.2544	0.7456	Petfal_17_01	0.840924574209246
IAA	0.7102	0.2898	Petfal_16_01	0.840924574209246
BRA	0.745	0.255	Petfal_16_01	0.840924574209246
stri	0.7506	0.2494	Petfal_16_01	0.840924574209246
SA	0.7561	0.2439	Petfal_16_01	0.840924574209246
Peg	0.7074	0.2926	Petfal_16_01	0.840924574209246
NaCL	0.7155	0.2845	Petfal_16_01	0.840924574209246
Meja	0.7542	0.2458	Petfal_16_01	0.840924574209246
Kin	0.7716	0.2284	Petfal_16_01	0.840924574209246
GA3	0.7579	0.2421	Petfal_16_01	0.840924574209246
ACC	0.7457	0.2543	Petfal_16_01	0.840924574209246
ABA	0.7416	0.2584	Petfal_16_01	0.840924574209246
IAA	0.4803	0.5197	Petfal_14_01	0.840924574209246
BRA	0.5068	0.4932	Petfal_14_01	0.840924574209246
stri	0.5149	0.4851	Petfal_14_01	0.840924574209246
SA	0.5531	0.4469	Petfal_14_01	0.840924574209246
Peg	0.4975	0.5025	Petfal_14_01	0.840924574209246
NaCL	0.5722	0.4278	Petfal_14_01	0.840924574209246
Meja	0.5468	0.4532	Petfal_14_01	0.840924574209246
Kin	0.542408481696339	0.457591518303661	Petfal_14_01	0.840924574209246
GA3	0.5516	0.4484	Petfal_14_01	0.840924574209246
ACC	0.5319	0.4681	Petfal_14_01	0.840924574209246
ABA	0.5255	0.4745	Petfal_14_01	0.840924574209246
IAA	0.5147	0.4853	Petfal_11_01	0.840924574209246
BRA	0.5157	0.4843	Petfal_11_01	0.840924574209246
stri	0.5151	0.4849	Petfal_11_01	0.840924574209246
SA	0.5172	0.4828	Petfal_11_01	0.840924574209246
Peg	0.545154515451545	0.454845484548455	Petfal_11_01	0.840924574209246
NaCL	0.5521	0.4479	Petfal_11_01	0.840924574209246
Meja	0.5155	0.4845	Petfal_11_01	0.840924574209246
Kin	0.5008	0.4992	Petfal_11_01	0.840924574209246
GA3	0.539	0.461	Petfal_11_01	0.840924574209246
ACC	0.5536	0.4464	Petfal_11_01	0.840924574209246
ABA	0.5315	0.4685	Petfal_11_01	0.840924574209246
IAA	0.3604	0.6396	Petfal_10_01	0.840924574209246
BRA	0.4045	0.5955	Petfal_10_01	0.840924574209246
stri	0.3915	0.6085	Petfal_10_01	0.840924574209246
SA	0.4129	0.5871	Petfal_10_01	0.840924574209246
Peg	0.4145	0.5855	Petfal_10_01	0.840924574209246
NaCL	0.4777	0.5223	Petfal_10_01	0.840924574209246
Meja	0.4273	0.5727	Petfal_10_01	0.840924574209246
Kin	0.4197	0.5803	Petfal_10_01	0.840924574209246
GA3	0.4309	0.5691	Petfal_10_01	0.840924574209246
ACC	0.4036	0.5964	Petfal_10_01	0.840924574209246
ABA	0.4005	0.5995	Petfal_10_01	0.840924574209246
IAA	0.5715	0.4285	Petfal_09_01	0.840924574209246
BRA	0.6387	0.3613	Petfal_09_01	0.840924574209246
stri	0.6394	0.3606	Petfal_09_01	0.840924574209246
SA	0.633163316331633	0.366836683668367	Petfal_09_01	0.840924574209246
Peg	0.6554	0.3446	Petfal_09_01	0.840924574209246
NaCL	0.6925	0.3075	Petfal_09_01	0.840924574209246
Meja	0.6569	0.3431	Petfal_09_01	0.840924574209246
Kin	0.6376	0.3624	Petfal_09_01	0.840924574209246
GA3	0.6269	0.3731	Petfal_09_01	0.840924574209246
ACC	0.6229	0.3771	Petfal_09_01	0.840924574209246
ABA	0.6419	0.3581	Petfal_09_01	0.840924574209246
IAA	0.6667	0.3333	Petfal_07_01	0.840924574209246
BRA	0.6818	0.3182	Petfal_07_01	0.840924574209246
stri	0.711	0.289	Petfal_07_01	0.840924574209246
SA	0.7519	0.2481	Petfal_07_01	0.840924574209246
Peg	0.653	0.347	Petfal_07_01	0.840924574209246
NaCL	0.7288	0.2712	Petfal_07_01	0.840924574209246
Meja	0.7192	0.2808	Petfal_07_01	0.840924574209246
Kin	0.7371	0.2629	Petfal_07_01	0.840924574209246
GA3	0.7833	0.2167	Petfal_07_01	0.840924574209246
ACC	0.7227	0.2773	Petfal_07_01	0.840924574209246
ABA	0.7463	0.2537	Petfal_07_01	0.840924574209246
IAA	0.123	0.877	Petfal_06_01	0.840924574209246
BRA	0.1363	0.8637	Petfal_06_01	0.840924574209246
stri	0.0864	0.9136	Petfal_06_01	0.840924574209246
SA	0.13031303130313	0.86968696869687	Petfal_06_01	0.840924574209246
Peg	0.086	0.914	Petfal_06_01	0.840924574209246
NaCL	0.1096	0.8904	Petfal_06_01	0.840924574209246
Meja	0.1162	0.8838	Petfal_06_01	0.840924574209246
Kin	0.1049	0.8951	Petfal_06_01	0.840924574209246
GA3	0.1353	0.8647	Petfal_06_01	0.840924574209246
ACC	0.1094	0.8906	Petfal_06_01	0.840924574209246
ABA	0.0998	0.9002	Petfal_06_01	0.840924574209246
IAA	0.4503	0.5497	Petfal_05_01	0.840924574209246
BRA	0.4816	0.5184	Petfal_05_01	0.840924574209246
stri	0.4711	0.5289	Petfal_05_01	0.840924574209246
SA	0.5075	0.4925	Petfal_05_01	0.840924574209246
Peg	0.4707	0.5293	Petfal_05_01	0.840924574209246
NaCL	0.4806	0.5194	Petfal_05_01	0.840924574209246
Meja	0.498	0.502	Petfal_05_01	0.840924574209246
Kin	0.5226	0.4774	Petfal_05_01	0.840924574209246
GA3	0.5145	0.4855	Petfal_05_01	0.840924574209246
ACC	0.5142	0.4858	Petfal_05_01	0.840924574209246
ABA	0.4626	0.5374	Petfal_05_01	0.840924574209246
IAA	0.2646	0.7354	Petfal_01_01	0.840924574209246
BRA	0.3226	0.6774	Petfal_01_01	0.840924574209246
stri	0.3077	0.6923	Petfal_01_01	0.840924574209246
SA	0.3228	0.6772	Petfal_01_01	0.840924574209246
Peg	0.277427742774277	0.722572257225723	Petfal_01_01	0.840924574209246
NaCL	0.3524	0.6476	Petfal_01_01	0.840924574209246
Meja	0.3394	0.6606	Petfal_01_01	0.840924574209246
Kin	0.3176	0.6824	Petfal_01_01	0.840924574209246
GA3	0.3373	0.6627	Petfal_01_01	0.840924574209246
ACC	0.3121	0.6879	Petfal_01_01	0.840924574209246
ABA	0.3228	0.6772	Petfal_01_01	0.840924574209246
IAA	0.5823	0.4177	Arg_16_01	0.840924574209246
BRA	0.5437	0.4563	Arg_16_01	0.840924574209246
stri	0.7445	0.2555	Arg_16_01	0.840924574209246
SA	0.6558	0.3442	Arg_16_01	0.840924574209246
Peg	0.5469	0.4531	Arg_16_01	0.840924574209246
NaCL	0.71	0.29	Arg_16_01	0.840924574209246
Meja	0.7088	0.2912	Arg_16_01	0.840924574209246
Kin	0.6435	0.3565	Arg_16_01	0.840924574209246
GA3	0.716	0.284	Arg_16_01	0.840924574209246
ACC	0.674667466746675	0.325332533253325	Arg_16_01	0.840924574209246
ABA	0.6539	0.3461	Arg_16_01	0.840924574209246
IAA	0.194119411941194	0.805880588058806	Arg_10_01	0.840924574209246
BRA	0.232	0.768	Arg_10_01	0.840924574209246
stri	0.2141	0.7859	Arg_10_01	0.840924574209246
SA	0.2554	0.7446	Arg_10_01	0.840924574209246
Peg	0.202	0.798	Arg_10_01	0.840924574209246
NaCL	0.2583	0.7417	Arg_10_01	0.840924574209246
Meja	0.2552	0.7448	Arg_10_01	0.840924574209246
Kin	0.2333	0.7667	Arg_10_01	0.840924574209246
GA3	0.2503	0.7497	Arg_10_01	0.840924574209246
ACC	0.2435	0.7565	Arg_10_01	0.840924574209246
ABA	0.2264	0.7736	Arg_10_01	0.840924574209246
IAA	0.0799	0.9201	Arg_06_01	0.840924574209246
BRA	0.0813	0.9187	Arg_06_01	0.840924574209246
stri	0.0711	0.9289	Arg_06_01	0.840924574209246
SA	0.1059	0.8941	Arg_06_01	0.840924574209246
Peg	0.0793	0.9207	Arg_06_01	0.840924574209246
NaCL	0.1084	0.8916	Arg_06_01	0.840924574209246
Meja	0.1062	0.8938	Arg_06_01	0.840924574209246
Kin	0.0921	0.9079	Arg_06_01	0.840924574209246
GA3	0.1043	0.8957	Arg_06_01	0.840924574209246
ACC	0.0903	0.9097	Arg_06_01	0.840924574209246
ABA	0.0635	0.9365	Arg_06_01	0.840924574209246
IAA	0.9825	0.0175	Arg_03_02	0.9825
BRA	0.9113	0.0887	Arg_03_02	0.928175925925926
stri	0.9346	0.0654	Arg_03_02	0.947520737327189
SA	0.9694	0.0306	Arg_03_02	0.976054919908467
Peg	0.8288	0.1712	Arg_03_02	0.850153846153846
NaCL	0.9639	0.0361	Arg_03_02	0.972743119266055
Meja	0.9609	0.0391	Arg_03_02	0.971944827586207
Kin	0.9156	0.0844	Arg_03_02	0.930401847575058
GA3	0.9756	0.0244	Arg_03_02	0.977822323462415
ACC	0.9085	0.0915	Arg_03_02	0.927470997679814
ABA	0.972	0.028	Arg_03_02	0.976438356164383
IAA	0.805	0.195	Arg_03_01	0.844654028436019
BRA	0.772877287728773	0.227122712271227	Arg_03_01	0.840924574209246
stri	0.7612	0.2388	Arg_03_01	0.840924574209246
SA	0.7629	0.2371	Arg_03_01	0.840924574209246
Peg	0.7794	0.2206	Arg_03_01	0.840924574209246
NaCL	0.7628	0.2372	Arg_03_01	0.840924574209246
Meja	0.7648	0.2352	Arg_03_01	0.840924574209246
Kin	0.752	0.248	Arg_03_01	0.840924574209246
GA3	0.7618	0.2382	Arg_03_01	0.840924574209246
ACC	0.7626	0.2374	Arg_03_01	0.840924574209246
ABA	0.766576657665767	0.233423342334233	Arg_03_01	0.840924574209246
IAA	0.1907	0.8093	Ann_17_01	0.840924574209246
BRA	0.1901	0.8099	Ann_17_01	0.840924574209246
stri	0.1799	0.8201	Ann_17_01	0.840924574209246
SA	0.2377	0.7623	Ann_17_01	0.840924574209246
Peg	0.1811	0.8189	Ann_17_01	0.840924574209246
NaCL	0.1825	0.8175	Ann_17_01	0.840924574209246
Meja	0.2023	0.7977	Ann_17_01	0.840924574209246
Kin	0.1767	0.8233	Ann_17_01	0.840924574209246
GA3	0.211821182118212	0.788178817881788	Ann_17_01	0.840924574209246
ACC	0.1944	0.8056	Ann_17_01	0.840924574209246
ABA	0.1985	0.8015	Ann_17_01	0.840924574209246
IAA	0.5771	0.4229	Ann_16_02	0.840924574209246
BRA	0.6401	0.3599	Ann_16_02	0.840924574209246
stri	0.5761	0.4239	Ann_16_02	0.840924574209246
SA	0.6134	0.3866	Ann_16_02	0.840924574209246
Peg	0.573	0.427	Ann_16_02	0.840924574209246
NaCL	0.613	0.387	Ann_16_02	0.840924574209246
Meja	0.596	0.404	Ann_16_02	0.840924574209246
Kin	0.6171	0.3829	Ann_16_02	0.840924574209246
GA3	0.6163	0.3837	Ann_16_02	0.840924574209246
ACC	0.5892	0.4108	Ann_16_02	0.840924574209246
ABA	0.586	0.414	Ann_16_02	0.840924574209246
IAA	0.359	0.641	Ann_16_01	0.840924574209246
BRA	0.4507	0.5493	Ann_16_01	0.840924574209246
stri	0.5196	0.4804	Ann_16_01	0.840924574209246
SA	0.5475	0.4525	Ann_16_01	0.840924574209246
Peg	0.4784	0.5216	Ann_16_01	0.840924574209246
NaCL	0.5009	0.4991	Ann_16_01	0.840924574209246
Meja	0.5422	0.4578	Ann_16_01	0.840924574209246
Kin	0.6223	0.3777	Ann_16_01	0.840924574209246
GA3	0.5841	0.4159	Ann_16_01	0.840924574209246
ACC	0.5529	0.4471	Ann_16_01	0.840924574209246
ABA	0.5205	0.4795	Ann_16_01	0.840924574209246
IAA	0.7457	0.2543	Ann_15_01	0.840924574209246
BRA	0.7292	0.2708	Ann_15_01	0.840924574209246
stri	0.7361	0.2639	Ann_15_01	0.840924574209246
SA	0.7527	0.2473	Ann_15_01	0.840924574209246
Peg	0.7838	0.2162	Ann_15_01	0.840924574209246
NaCL	0.785	0.215	Ann_15_01	0.840924574209246
Meja	0.7448	0.2552	Ann_15_01	0.840924574209246
Kin	0.7519	0.2481	Ann_15_01	0.840924574209246
GA3	0.7449	0.2551	Ann_15_01	0.840924574209246
ACC	0.7654	0.2346	Ann_15_01	0.840924574209246
ABA	0.7558	0.2442	Ann_15_01	0.840924574209246
IAA	0.7692	0.2308	Ann_14_02	0.840924574209246
BRA	0.7855	0.2145	Ann_14_02	0.840924574209246
stri	0.798079807980798	0.201920192019202	Ann_14_02	0.844654028436019
SA	0.798679867986799	0.201320132013201	Ann_14_02	0.844654028436019
Peg	0.7225	0.2775	Ann_14_02	0.840924574209246
NaCL	0.7612	0.2388	Ann_14_02	0.840924574209246
Meja	0.7676	0.2324	Ann_14_02	0.840924574209246
Kin	0.7617	0.2383	Ann_14_02	0.840924574209246
GA3	0.7553	0.2447	Ann_14_02	0.840924574209246
ACC	0.779	0.221	Ann_14_02	0.840924574209246
ABA	0.7644	0.2356	Ann_14_02	0.840924574209246
IAA	0.7803	0.2197	Ann_14_01	0.840924574209246
BRA	0.8028	0.1972	Ann_14_01	0.844654028436019
stri	0.8233	0.1767	Ann_14_01	0.850153846153846
SA	0.8087	0.1913	Ann_14_01	0.844654028436019
Peg	0.7904	0.2096	Ann_14_01	0.843138014527845
NaCL	0.828	0.172	Ann_14_01	0.850153846153846
Meja	0.8064	0.1936	Ann_14_01	0.844654028436019
Kin	0.8253	0.1747	Ann_14_01	0.850153846153846
GA3	0.8195	0.1805	Ann_14_01	0.850153846153846
ACC	0.817581758175818	0.182418241824182	Ann_14_01	0.850153846153846
ABA	0.8289	0.1711	Ann_14_01	0.850153846153846
IAA	0.387	0.613	Ann_13_02	0.840924574209246
BRA	0.3235	0.6765	Ann_13_02	0.840924574209246
stri	0.2631	0.7369	Ann_13_02	0.840924574209246
SA	0.2725	0.7275	Ann_13_02	0.840924574209246
Peg	0.2181	0.7819	Ann_13_02	0.840924574209246
NaCL	0.2249	0.7751	Ann_13_02	0.840924574209246
Meja	0.257125712571257	0.742874287428743	Ann_13_02	0.840924574209246
Kin	0.286	0.714	Ann_13_02	0.840924574209246
GA3	0.2598	0.7402	Ann_13_02	0.840924574209246
ACC	0.2753	0.7247	Ann_13_02	0.840924574209246
ABA	0.2621	0.7379	Ann_13_02	0.840924574209246
IAA	0.6552	0.3448	Ann_13_01	0.840924574209246
BRA	0.6871	0.3129	Ann_13_01	0.840924574209246
stri	0.7061	0.2939	Ann_13_01	0.840924574209246
SA	0.7016	0.2984	Ann_13_01	0.840924574209246
Peg	0.6994	0.3006	Ann_13_01	0.840924574209246
NaCL	0.7281	0.2719	Ann_13_01	0.840924574209246
Meja	0.6932	0.3068	Ann_13_01	0.840924574209246
Kin	0.6905	0.3095	Ann_13_01	0.840924574209246
GA3	0.6911	0.3089	Ann_13_01	0.840924574209246
ACC	0.6902	0.3098	Ann_13_01	0.840924574209246
ABA	0.7143	0.2857	Ann_13_01	0.840924574209246
IAA	0.6591	0.3409	Ann_11_01	0.840924574209246
BRA	0.6423	0.3577	Ann_11_01	0.840924574209246
stri	0.6358	0.3642	Ann_11_01	0.840924574209246
SA	0.6038	0.3962	Ann_11_01	0.840924574209246
Peg	0.6689	0.3311	Ann_11_01	0.840924574209246
NaCL	0.6978	0.3022	Ann_11_01	0.840924574209246
Meja	0.6359	0.3641	Ann_11_01	0.840924574209246
Kin	0.5969	0.4031	Ann_11_01	0.840924574209246
GA3	0.6468	0.3532	Ann_11_01	0.840924574209246
ACC	0.683	0.317	Ann_11_01	0.840924574209246
ABA	0.6605	0.3395	Ann_11_01	0.840924574209246
IAA	0.5701	0.4299	Ann_05_01	0.840924574209246
BRA	0.601	0.399	Ann_05_01	0.840924574209246
stri	0.5728	0.4272	Ann_05_01	0.840924574209246
SA	0.6125	0.3875	Ann_05_01	0.840924574209246
Peg	0.5871	0.4129	Ann_05_01	0.840924574209246
NaCL	0.5772	0.4228	Ann_05_01	0.840924574209246
Meja	0.6256	0.3744	Ann_05_01	0.840924574209246
Kin	0.658265826582658	0.341734173417342	Ann_05_01	0.840924574209246
GA3	0.615	0.385	Ann_05_01	0.840924574209246
ACC	0.6175	0.3825	Ann_05_01	0.840924574209246
ABA	0.5697	0.4303	Ann_05_01	0.840924574209246
IAA	0.6181	0.3819	Ann_01_01	0.840924574209246
BRA	0.6413	0.3587	Ann_01_01	0.840924574209246
stri	0.6157	0.3843	Ann_01_01	0.840924574209246
SA	0.6585	0.3415	Ann_01_01	0.840924574209246
Peg	0.5878	0.4122	Ann_01_01	0.840924574209246
NaCL	0.6251	0.3749	Ann_01_01	0.840924574209246
Meja	0.6499	0.3501	Ann_01_01	0.840924574209246
Kin	0.6506	0.3494	Ann_01_01	0.840924574209246
GA3	0.6629	0.3371	Ann_01_01	0.840924574209246
ACC	0.6452	0.3548	Ann_01_01	0.840924574209246
ABA	0.6036	0.3964	Ann_01_01	0.840924574209246
