Variable	p_Enrich	p_Deplete	Inversion	p.Adj
GA3	0.568	0.432	Petpet_13_01	0.787354838709677
BRA	0.5864	0.4136	Petpet_13_01	0.787354838709677
ACC	0.584	0.416	Petpet_13_01	0.787354838709677
ABA	0.5831	0.4169	Petpet_13_01	0.787354838709677
Stri	0.8059	0.1941	Petpet_12_01	0.850772182254197
SA	0.7619	0.2381	Petpet_12_01	0.839793103448276
Peg	0.8129	0.1871	Petpet_12_01	0.851154394299287
NaCL	0.822	0.178	Petpet_12_01	0.853018867924528
Meja	0.8268	0.1732	Petpet_12_01	0.854075117370892
Kin	0.8326	0.1674	Petpet_12_01	0.855943925233645
IAA	0.7612	0.2388	Petpet_12_01	0.839793103448276
GA3	0.8588	0.1412	Petpet_12_01	0.876733178654292
BRA	0.7889	0.2111	Petpet_12_01	0.846624390243903
ACC	0.7363	0.2637	Petpet_12_01	0.839793103448276
ABA	0.9233	0.0767	Petpet_12_01	0.925403189066059
Stri	0.6064	0.3936	Petpet_11_01	0.787354838709677
SA	0.5494	0.4506	Petpet_11_01	0.787354838709677
Peg	0.5963	0.4037	Petpet_11_01	0.787354838709677
NaCL	0.5617	0.4383	Petpet_11_01	0.787354838709677
Meja	0.5948	0.4052	Petpet_11_01	0.787354838709677
Kin	0.596	0.404	Petpet_11_01	0.787354838709677
IAA	0.6085	0.3915	Petpet_11_01	0.787354838709677
GA3	0.5998	0.4002	Petpet_11_01	0.787354838709677
BRA	0.5905	0.4095	Petpet_11_01	0.787354838709677
ACC	0.5587	0.4413	Petpet_11_01	0.787354838709677
ABA	0.4724	0.5276	Petpet_11_01	0.787354838709677
Stri	0.4894	0.5106	Petpet_09_01	0.787354838709677
SA	0.5235	0.4765	Petpet_09_01	0.787354838709677
Peg	0.6102	0.3898	Petpet_09_01	0.787354838709677
NaCL	0.6203	0.3797	Petpet_09_01	0.788625
Meja	0.5178	0.4822	Petpet_09_01	0.787354838709677
Kin	0.4918	0.5082	Petpet_09_01	0.787354838709677
IAA	0.4986	0.5014	Petpet_09_01	0.787354838709677
GA3	0.4877	0.5123	Petpet_09_01	0.787354838709677
BRA	0.4991	0.5009	Petpet_09_01	0.787354838709677
ACC	0.5306	0.4694	Petpet_09_01	0.787354838709677
ABA	0.6092	0.3908	Petpet_09_01	0.787354838709677
Stri	0.4699	0.5301	Petpet_07_01	0.787354838709677
SA	0.3678	0.6322	Petpet_07_01	0.787354838709677
Peg	0.4964	0.5036	Petpet_07_01	0.787354838709677
NaCL	0.3915	0.6085	Petpet_07_01	0.787354838709677
Meja	0.3965	0.6035	Petpet_07_01	0.787354838709677
Kin	0.4385	0.5615	Petpet_07_01	0.787354838709677
IAA	0.5932	0.4068	Petpet_07_01	0.787354838709677
GA3	0.4715	0.5285	Petpet_07_01	0.787354838709677
BRA	0.4735	0.5265	Petpet_07_01	0.787354838709677
ACC	0.3872	0.6128	Petpet_07_01	0.787354838709677
ABA	0.5331	0.4669	Petpet_07_01	0.787354838709677
Stri	0.0042	0.9958	Petpet_06_02	0.425333333333333
SA	0.007	0.993	Petpet_06_02	0.429
Peg	0.0135	0.9865	Petpet_06_02	0.594
NaCL	0.0042	0.9958	Petpet_06_02	0.425333333333333
Meja	0.0058	0.9942	Petpet_06_02	0.425333333333333
Kin	0.0039	0.9961	Petpet_06_02	0.425333333333333
IAA	0.0718	0.9282	Petpet_06_02	0.787354838709677
GA3	0.0027	0.9973	Petpet_06_02	0.425333333333333
BRA	0.005	0.995	Petpet_06_02	0.425333333333333
ACC	0.0078	0.9922	Petpet_06_02	0.429
ABA	0.0095	0.9905	Petpet_06_02	0.464444444444444
Stri	0.2499	0.7501	Petpet_06_01	0.787354838709677
SA	0.2388	0.7612	Petpet_06_01	0.787354838709677
Peg	0.2276	0.7724	Petpet_06_01	0.787354838709677
NaCL	0.2448	0.7552	Petpet_06_01	0.787354838709677
Meja	0.2239	0.7761	Petpet_06_01	0.787354838709677
Kin	0.2438	0.7562	Petpet_06_01	0.787354838709677
IAA	0.3755	0.6245	Petpet_06_01	0.787354838709677
GA3	0.1862	0.8138	Petpet_06_01	0.787354838709677
BRA	0.2366	0.7634	Petpet_06_01	0.787354838709677
ACC	0.2539	0.7461	Petpet_06_01	0.787354838709677
ABA	0.3127	0.6873	Petpet_06_01	0.787354838709677
Stri	0.3442	0.6558	Petpet_05_01	0.787354838709677
SA	0.4377	0.5623	Petpet_05_01	0.787354838709677
Peg	0.427	0.573	Petpet_05_01	0.787354838709677
NaCL	0.4896	0.5104	Petpet_05_01	0.787354838709677
Meja	0.4788	0.5212	Petpet_05_01	0.787354838709677
Kin	0.4218	0.5782	Petpet_05_01	0.787354838709677
IAA	0.428	0.572	Petpet_05_01	0.787354838709677
GA3	0.452045204520452	0.547954795479548	Petpet_05_01	0.787354838709677
BRA	0.4035	0.5965	Petpet_05_01	0.787354838709677
ACC	0.4481	0.5519	Petpet_05_01	0.787354838709677
ABA	0.4095	0.5905	Petpet_05_01	0.787354838709677
Stri	0.1074	0.8926	Petfal_17_02	0.787354838709677
SA	0.1176	0.8824	Petfal_17_02	0.787354838709677
Peg	0.1421	0.8579	Petfal_17_02	0.787354838709677
NaCL	0.1011	0.8989	Petfal_17_02	0.787354838709677
Meja	0.1316	0.8684	Petfal_17_02	0.787354838709677
Kin	0.1026	0.8974	Petfal_17_02	0.787354838709677
IAA	0.2703	0.7297	Petfal_17_02	0.787354838709677
GA3	0.0905	0.9095	Petfal_17_02	0.787354838709677
BRA	0.0931	0.9069	Petfal_17_02	0.787354838709677
ACC	0.1305	0.8695	Petfal_17_02	0.787354838709677
ABA	0.114	0.886	Petfal_17_02	0.787354838709677
Stri	0.1246	0.8754	Petfal_17_01	0.787354838709677
SA	0.1102	0.8898	Petfal_17_01	0.787354838709677
Peg	0.1444	0.8556	Petfal_17_01	0.787354838709677
NaCL	0.1432	0.8568	Petfal_17_01	0.787354838709677
Meja	0.1358	0.8642	Petfal_17_01	0.787354838709677
Kin	0.1222	0.8778	Petfal_17_01	0.787354838709677
IAA	0.3177	0.6823	Petfal_17_01	0.787354838709677
GA3	0.1191	0.8809	Petfal_17_01	0.787354838709677
BRA	0.1144	0.8856	Petfal_17_01	0.787354838709677
ACC	0.1727	0.8273	Petfal_17_01	0.787354838709677
ABA	0.1956	0.8044	Petfal_17_01	0.787354838709677
Stri	0.6666	0.3334	Petfal_16_01	0.797021739130435
SA	0.6708	0.3292	Petfal_16_01	0.797708108108108
Peg	0.5932	0.4068	Petfal_16_01	0.787354838709677
NaCL	0.5234	0.4766	Petfal_16_01	0.787354838709677
Meja	0.6627	0.3373	Petfal_16_01	0.794517711171662
Kin	0.6407	0.3593	Petfal_16_01	0.789658263305322
IAA	0.5884	0.4116	Petfal_16_01	0.787354838709677
GA3	0.6436	0.3564	Petfal_16_01	0.790419889502762
BRA	0.6247	0.3753	Petfal_16_01	0.788625
ACC	0.7048	0.2952	Petfal_16_01	0.81823746701847
ABA	0.6882	0.3118	Petfal_16_01	0.80320424403183
Stri	0.3129	0.6871	Petfal_14_01	0.787354838709677
SA	0.3251	0.6749	Petfal_14_01	0.787354838709677
Peg	0.3445	0.6555	Petfal_14_01	0.787354838709677
NaCL	0.3139	0.6861	Petfal_14_01	0.787354838709677
Meja	0.3819	0.6181	Petfal_14_01	0.787354838709677
Kin	0.3231	0.6769	Petfal_14_01	0.787354838709677
IAA	0.3669	0.6331	Petfal_14_01	0.787354838709677
GA3	0.3157	0.6843	Petfal_14_01	0.787354838709677
BRA	0.3151	0.6849	Petfal_14_01	0.787354838709677
ACC	0.3282	0.6718	Petfal_14_01	0.787354838709677
ABA	0.4024	0.5976	Petfal_14_01	0.787354838709677
Stri	0.5934	0.4066	Petfal_11_01	0.787354838709677
SA	0.5414	0.4586	Petfal_11_01	0.787354838709677
Peg	0.5866	0.4134	Petfal_11_01	0.787354838709677
NaCL	0.5623	0.4377	Petfal_11_01	0.787354838709677
Meja	0.6047	0.3953	Petfal_11_01	0.787354838709677
Kin	0.5904	0.4096	Petfal_11_01	0.787354838709677
IAA	0.6086	0.3914	Petfal_11_01	0.787354838709677
GA3	0.5865	0.4135	Petfal_11_01	0.787354838709677
BRA	0.5897	0.4103	Petfal_11_01	0.787354838709677
ACC	0.5642	0.4358	Petfal_11_01	0.787354838709677
ABA	0.4638	0.5362	Petfal_11_01	0.787354838709677
Stri	0.4053	0.5947	Petfal_10_01	0.787354838709677
SA	0.3954	0.6046	Petfal_10_01	0.787354838709677
Peg	0.4471	0.5529	Petfal_10_01	0.787354838709677
NaCL	0.4461	0.5539	Petfal_10_01	0.787354838709677
Meja	0.4052	0.5948	Petfal_10_01	0.787354838709677
Kin	0.4024	0.5976	Petfal_10_01	0.787354838709677
IAA	0.4318	0.5682	Petfal_10_01	0.787354838709677
GA3	0.403	0.597	Petfal_10_01	0.787354838709677
BRA	0.4312	0.5688	Petfal_10_01	0.787354838709677
ACC	0.3979	0.6021	Petfal_10_01	0.787354838709677
ABA	0.3151	0.6849	Petfal_10_01	0.787354838709677
Stri	0.4667	0.5333	Petfal_09_01	0.787354838709677
SA	0.4971	0.5029	Petfal_09_01	0.787354838709677
Peg	0.5866	0.4134	Petfal_09_01	0.787354838709677
NaCL	0.6005	0.3995	Petfal_09_01	0.787354838709677
Meja	0.5014	0.4986	Petfal_09_01	0.787354838709677
Kin	0.4736	0.5264	Petfal_09_01	0.787354838709677
IAA	0.4768	0.5232	Petfal_09_01	0.787354838709677
GA3	0.4673	0.5327	Petfal_09_01	0.787354838709677
BRA	0.4693	0.5307	Petfal_09_01	0.787354838709677
ACC	0.5129	0.4871	Petfal_09_01	0.787354838709677
ABA	0.5911	0.4089	Petfal_09_01	0.787354838709677
Stri	0.4823	0.5177	Petfal_07_01	0.787354838709677
SA	0.3859	0.6141	Petfal_07_01	0.787354838709677
Peg	0.5167	0.4833	Petfal_07_01	0.787354838709677
NaCL	0.4095	0.5905	Petfal_07_01	0.787354838709677
Meja	0.4075	0.5925	Petfal_07_01	0.787354838709677
Kin	0.462	0.538	Petfal_07_01	0.787354838709677
IAA	0.6094	0.3906	Petfal_07_01	0.787354838709677
GA3	0.493	0.507	Petfal_07_01	0.787354838709677
BRA	0.4968	0.5032	Petfal_07_01	0.787354838709677
ACC	0.3912	0.6088	Petfal_07_01	0.787354838709677
ABA	0.5528	0.4472	Petfal_07_01	0.787354838709677
Stri	0.0854	0.9146	Petfal_06_01	0.787354838709677
SA	0.0911	0.9089	Petfal_06_01	0.787354838709677
Peg	0.1492	0.8508	Petfal_06_01	0.787354838709677
NaCL	0.0838	0.9162	Petfal_06_01	0.787354838709677
Meja	0.095	0.905	Petfal_06_01	0.787354838709677
Kin	0.0695	0.9305	Petfal_06_01	0.787354838709677
IAA	0.4384	0.5616	Petfal_06_01	0.787354838709677
GA3	0.075	0.925	Petfal_06_01	0.787354838709677
BRA	0.0739	0.9261	Petfal_06_01	0.787354838709677
ACC	0.124	0.876	Petfal_06_01	0.787354838709677
ABA	0.1169	0.8831	Petfal_06_01	0.787354838709677
Stri	0.3349	0.6651	Petfal_05_01	0.787354838709677
SA	0.4327	0.5673	Petfal_05_01	0.787354838709677
Peg	0.5093	0.4907	Petfal_05_01	0.787354838709677
NaCL	0.482548254825483	0.517451745174517	Petfal_05_01	0.787354838709677
Meja	0.4716	0.5284	Petfal_05_01	0.787354838709677
Kin	0.4061	0.5939	Petfal_05_01	0.787354838709677
IAA	0.4261	0.5739	Petfal_05_01	0.787354838709677
GA3	0.4397	0.5603	Petfal_05_01	0.787354838709677
BRA	0.3971	0.6029	Petfal_05_01	0.787354838709677
ACC	0.451	0.549	Petfal_05_01	0.787354838709677
ABA	0.3936	0.6064	Petfal_05_01	0.787354838709677
Stri	0.1819	0.8181	Petfal_01_01	0.787354838709677
SA	0.1734	0.8266	Petfal_01_01	0.787354838709677
Peg	0.2295	0.7705	Petfal_01_01	0.787354838709677
NaCL	0.1842	0.8158	Petfal_01_01	0.787354838709677
Meja	0.2371	0.7629	Petfal_01_01	0.787354838709677
Kin	0.1582	0.8418	Petfal_01_01	0.787354838709677
IAA	0.24	0.76	Petfal_01_01	0.787354838709677
GA3	0.1688	0.8312	Petfal_01_01	0.787354838709677
BRA	0.1667	0.8333	Petfal_01_01	0.787354838709677
ACC	0.2294	0.7706	Petfal_01_01	0.787354838709677
ABA	0.1925	0.8075	Petfal_01_01	0.787354838709677
Stri	0.7494	0.2506	Arg_16_01	0.839793103448276
SA	0.7678	0.2322	Arg_16_01	0.839793103448276
Peg	0.7535	0.2465	Arg_16_01	0.839793103448276
NaCL	0.766	0.234	Arg_16_01	0.839793103448276
Meja	0.6164	0.3836	Arg_16_01	0.788625
Kin	0.5917	0.4083	Arg_16_01	0.787354838709677
IAA	0.7749	0.2251	Arg_16_01	0.839793103448276
GA3	0.7541	0.2459	Arg_16_01	0.839793103448276
BRA	0.6704	0.3296	Arg_16_01	0.797708108108108
ACC	0.8063	0.1937	Arg_16_01	0.850772182254197
ABA	0.7397	0.2603	Arg_16_01	0.839793103448276
Stri	0.1189	0.8811	Arg_10_01	0.787354838709677
SA	0.1263	0.8737	Arg_10_01	0.787354838709677
Peg	0.1699	0.8301	Arg_10_01	0.787354838709677
NaCL	0.1039	0.8961	Arg_10_01	0.787354838709677
Meja	0.1267	0.8733	Arg_10_01	0.787354838709677
Kin	0.121	0.879	Arg_10_01	0.787354838709677
IAA	0.2884	0.7116	Arg_10_01	0.787354838709677
GA3	0.118	0.882	Arg_10_01	0.787354838709677
BRA	0.1193	0.8807	Arg_10_01	0.787354838709677
ACC	0.1405	0.8595	Arg_10_01	0.787354838709677
ABA	0.1733	0.8267	Arg_10_01	0.787354838709677
Stri	0.0646	0.9354	Arg_06_01	0.787354838709677
SA	0.0785	0.9215	Arg_06_01	0.787354838709677
Peg	0.1095	0.8905	Arg_06_01	0.787354838709677
NaCL	0.0842	0.9158	Arg_06_01	0.787354838709677
Meja	0.1023	0.8977	Arg_06_01	0.787354838709677
Kin	0.0524	0.9476	Arg_06_01	0.787354838709677
IAA	0.1724	0.8276	Arg_06_01	0.787354838709677
GA3	0.0741	0.9259	Arg_06_01	0.787354838709677
BRA	0.0597	0.9403	Arg_06_01	0.787354838709677
ACC	0.1214	0.8786	Arg_06_01	0.787354838709677
ABA	0.0627	0.9373	Arg_06_01	0.787354838709677
Stri	0.8376	0.1624	Arg_03_02	0.859076923076923
SA	0.8566	0.1434	Arg_03_02	0.876520930232558
Peg	0.8657	0.1343	Arg_03_02	0.881731481481482
NaCL	0.7663	0.2337	Arg_03_02	0.839793103448276
Meja	0.7033	0.2967	Arg_03_02	0.81823746701847
Kin	0.8197	0.1803	Arg_03_02	0.852643026004728
IAA	0.9824	0.0176	Arg_03_02	0.9824
GA3	0.8726	0.1274	Arg_03_02	0.88454128440367
BRA	0.8761	0.1239	Arg_03_02	0.88454128440367
ACC	0.8292	0.1708	Arg_03_02	0.854444964871194
ABA	0.8869	0.1131	Arg_03_02	0.892988558352403
Stri	0.7319	0.2681	Arg_03_01	0.838635416666667
SA	0.8088	0.1912	Arg_03_01	0.851154394299287
Peg	0.7623	0.2377	Arg_03_01	0.839793103448276
NaCL	0.7703	0.2297	Arg_03_01	0.839793103448276
Meja	0.7497	0.2503	Arg_03_01	0.839793103448276
Kin	0.8009	0.1991	Arg_03_01	0.850772182254197
IAA	0.7747	0.2253	Arg_03_01	0.839793103448276
GA3	0.8144	0.1856	Arg_03_01	0.851154394299287
BRA	0.8131	0.1869	Arg_03_01	0.851154394299287
ACC	0.7658	0.2342	Arg_03_01	0.839793103448276
ABA	0.797979797979798	0.202020202020202	Arg_03_01	0.850772182254197
Stri	0.1913	0.8087	Ann_17_01	0.787354838709677
SA	0.2166	0.7834	Ann_17_01	0.787354838709677
Peg	0.2182	0.7818	Ann_17_01	0.787354838709677
NaCL	0.2025	0.7975	Ann_17_01	0.787354838709677
Meja	0.2393	0.7607	Ann_17_01	0.787354838709677
Kin	0.1794	0.8206	Ann_17_01	0.787354838709677
IAA	0.3042	0.6958	Ann_17_01	0.787354838709677
GA3	0.1938	0.8062	Ann_17_01	0.787354838709677
BRA	0.2047	0.7953	Ann_17_01	0.787354838709677
ACC	0.2101	0.7899	Ann_17_01	0.787354838709677
ABA	0.171	0.829	Ann_17_01	0.787354838709677
Stri	0.388	0.612	Ann_16_02	0.787354838709677
SA	0.3948	0.6052	Ann_16_02	0.787354838709677
Peg	0.4709	0.5291	Ann_16_02	0.787354838709677
NaCL	0.4497	0.5503	Ann_16_02	0.787354838709677
Meja	0.3716	0.6284	Ann_16_02	0.787354838709677
Kin	0.3826	0.6174	Ann_16_02	0.787354838709677
IAA	0.4684	0.5316	Ann_16_02	0.787354838709677
GA3	0.4076	0.5924	Ann_16_02	0.787354838709677
BRA	0.4321	0.5679	Ann_16_02	0.787354838709677
ACC	0.4279	0.5721	Ann_16_02	0.787354838709677
ABA	0.4507	0.5493	Ann_16_02	0.787354838709677
Stri	0.2867	0.7133	Ann_16_01	0.787354838709677
SA	0.3068	0.6932	Ann_16_01	0.787354838709677
Peg	0.2351	0.7649	Ann_16_01	0.787354838709677
NaCL	0.1764	0.8236	Ann_16_01	0.787354838709677
Meja	0.2393	0.7607	Ann_16_01	0.787354838709677
Kin	0.2643	0.7357	Ann_16_01	0.787354838709677
IAA	0.2059	0.7941	Ann_16_01	0.787354838709677
GA3	0.2265	0.7735	Ann_16_01	0.787354838709677
BRA	0.2372	0.7628	Ann_16_01	0.787354838709677
ACC	0.3069	0.6931	Ann_16_01	0.787354838709677
ABA	0.3429	0.6571	Ann_16_01	0.787354838709677
Stri	0.7798	0.2202	Ann_15_01	0.843027027027027
SA	0.8269	0.1731	Ann_15_01	0.854075117370892
Peg	0.8007	0.1993	Ann_15_01	0.850772182254197
NaCL	0.8724	0.1276	Ann_15_01	0.88454128440367
Meja	0.895	0.105	Ann_15_01	0.899086757990868
Kin	0.8055	0.1945	Ann_15_01	0.850772182254197
IAA	0.8168	0.1832	Ann_15_01	0.85163981042654
GA3	0.8001	0.1999	Ann_15_01	0.850772182254197
BRA	0.7831	0.2169	Ann_15_01	0.844519607843137
ACC	0.8765	0.1235	Ann_15_01	0.88454128440367
ABA	0.7706	0.2294	Ann_15_01	0.839793103448276
Stri	0.4679	0.5321	Ann_14_02	0.787354838709677
SA	0.448644864486449	0.551355135513551	Ann_14_02	0.787354838709677
Peg	0.533	0.467	Ann_14_02	0.787354838709677
NaCL	0.4776	0.5224	Ann_14_02	0.787354838709677
Meja	0.7396	0.2604	Ann_14_02	0.839793103448276
Kin	0.464746474647465	0.535253525352535	Ann_14_02	0.787354838709677
IAA	0.4729	0.5271	Ann_14_02	0.787354838709677
GA3	0.5108	0.4892	Ann_14_02	0.787354838709677
BRA	0.4667	0.5333	Ann_14_02	0.787354838709677
ACC	0.5789	0.4211	Ann_14_02	0.787354838709677
ABA	0.6023	0.3977	Ann_14_02	0.787354838709677
Stri	0.5576	0.4424	Ann_14_01	0.787354838709677
SA	0.5328	0.4672	Ann_14_01	0.787354838709677
Peg	0.5193	0.4807	Ann_14_01	0.787354838709677
NaCL	0.5416	0.4584	Ann_14_01	0.787354838709677
Meja	0.6356	0.3644	Ann_14_01	0.78891011235955
Kin	0.586	0.414	Ann_14_01	0.787354838709677
IAA	0.5978	0.4022	Ann_14_01	0.787354838709677
GA3	0.5753	0.4247	Ann_14_01	0.787354838709677
BRA	0.5733	0.4267	Ann_14_01	0.787354838709677
ACC	0.54	0.46	Ann_14_01	0.787354838709677
ABA	0.6609	0.3391	Ann_14_01	0.794517711171662
Stri	0.4467	0.5533	Ann_13_02	0.787354838709677
SA	0.519	0.481	Ann_13_02	0.787354838709677
Peg	0.4878	0.5122	Ann_13_02	0.787354838709677
NaCL	0.4019	0.5981	Ann_13_02	0.787354838709677
Meja	0.4576	0.5424	Ann_13_02	0.787354838709677
Kin	0.4976	0.5024	Ann_13_02	0.787354838709677
IAA	0.476	0.524	Ann_13_02	0.787354838709677
GA3	0.4643	0.5357	Ann_13_02	0.787354838709677
BRA	0.4444	0.5556	Ann_13_02	0.787354838709677
ACC	0.4439	0.5561	Ann_13_02	0.787354838709677
ABA	0.4604	0.5396	Ann_13_02	0.787354838709677
Stri	0.6222	0.3778	Ann_13_01	0.788625
SA	0.5735	0.4265	Ann_13_01	0.787354838709677
Peg	0.6383	0.3617	Ann_13_01	0.78891011235955
NaCL	0.6503	0.3497	Ann_13_01	0.790419889502762
Meja	0.6307	0.3693	Ann_13_01	0.788625
Kin	0.6094	0.3906	Ann_13_01	0.787354838709677
IAA	0.5587	0.4413	Ann_13_01	0.787354838709677
GA3	0.616	0.384	Ann_13_01	0.788625
BRA	0.621	0.379	Ann_13_01	0.788625
ACC	0.5784	0.4216	Ann_13_01	0.787354838709677
ABA	0.6377	0.3623	Ann_13_01	0.78891011235955
Stri	0.5662	0.4338	Ann_11_01	0.787354838709677
SA	0.5024	0.4976	Ann_11_01	0.787354838709677
Peg	0.5351	0.4649	Ann_11_01	0.787354838709677
NaCL	0.5157	0.4843	Ann_11_01	0.787354838709677
Meja	0.6739	0.3261	Ann_11_01	0.799234501347709
Kin	0.5817	0.4183	Ann_11_01	0.787354838709677
IAA	0.6269	0.3731	Ann_11_01	0.788625
GA3	0.5676	0.4324	Ann_11_01	0.787354838709677
BRA	0.5383	0.4617	Ann_11_01	0.787354838709677
ACC	0.5321	0.4679	Ann_11_01	0.787354838709677
ABA	0.6022	0.3978	Ann_11_01	0.787354838709677
Stri	0.6096	0.3904	Ann_05_01	0.787354838709677
SA	0.6796	0.3204	Ann_05_01	0.799529411764706
Peg	0.7416	0.2584	Ann_05_01	0.839793103448276
NaCL	0.7711	0.2289	Ann_05_01	0.839793103448276
Meja	0.6858	0.3142	Ann_05_01	0.80320424403183
Kin	0.6796	0.3204	Ann_05_01	0.799529411764706
IAA	0.7093	0.2907	Ann_05_01	0.81994750656168
GA3	0.6796	0.3204	Ann_05_01	0.799529411764706
BRA	0.657	0.343	Ann_05_01	0.794517711171662
ACC	0.6309	0.3691	Ann_05_01	0.788625
ABA	0.5771	0.4229	Ann_05_01	0.787354838709677
Stri	0.5539	0.4461	Ann_01_01	0.787354838709677
SA	0.5646	0.4354	Ann_01_01	0.787354838709677
Peg	0.6343	0.3657	Ann_01_01	0.78891011235955
NaCL	0.5482	0.4518	Ann_01_01	0.787354838709677
Meja	0.6303	0.3697	Ann_01_01	0.788625
Kin	0.5592	0.4408	Ann_01_01	0.787354838709677
IAA	0.589	0.411	Ann_01_01	0.787354838709677
GA3	0.5058	0.4942	Ann_01_01	0.787354838709677
BRA	0.4919	0.5081	Ann_01_01	0.787354838709677
ACC	0.6491	0.3509	Ann_01_01	0.790419889502762
ABA	0.4159	0.5841	Ann_01_01	0.787354838709677
